rule_name;rule_type;surface;breakability_u200b;score;description;expression;defined_in;defined_at_line
__RDNS_DYNAMIC_COMCAST;header;other;likely;;Relay HELO'd using suspicious hostname (Comcast);X-Spam-Relays-External =~ /^[^\]]+ rdns=[a-z-]+\d+[a-z]{3}\.[a-z0-9]+\...\.comcast/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;126
__RDNS_DYNAMIC_DHCP;header;other;unknown;;Relay HELO'd using suspicious hostname (DHCP);X-Spam-Relays-External =~ /^[^\]]+ rdns=\S*(?:cm|catv|docsis|cable|dsl|dhcp|cpe|node)\S*\d+[^\d\s]+\d/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;73
__RDNS_DYNAMIC_DIALIN;header;other;likely;;Relay HELO'd using suspicious hostname (T-Dialin);X-Spam-Relays-External =~ /^[^\]]+ rdns=[a-z][A-F0-9]+\.dip\./;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;99
__RDNS_DYNAMIC_HCC;header;other;unknown;;Relay HELO'd using suspicious hostname (HCC);X-Spam-Relays-External =~ /^[^\]]+ rdns=\S*\d+[^\d\s]+\d+\S*\.(?:docsis|cable|dsl|adsl|dhcp|cpe)\./i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;78
__RDNS_DYNAMIC_HEXIP;header;other;unknown;;Relay HELO'd using suspicious hostname (Hex IP);X-Spam-Relays-External =~ /^[^\]]+ rdns=0x[a-f0-9]{8}\./;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;104
__RDNS_DYNAMIC_IPADDR;header;other;unknown;;Relay HELO'd using suspicious hostname (IP addr 1);X-Spam-Relays-External =~ /^[^\]]+ rdns=(?![^\s\]]+[-.]static[-.])\S*\d+[^\d\s]\d+[^\d\s]\d+[^\d\s]\d+\S*\.\S+\.\S/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;65
__RDNS_DYNAMIC_NTL;header;other;likely;;Relay HELO'd using suspicious hostname (NTL);X-Spam-Relays-External =~ /^[^\]]+ rdns=\S+\d+-\d+-cust\d+\.[a-z]{4,6}\.broadband\.ntl\.com/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;159
__RDNS_DYNAMIC_OOL;header;other;unknown;;Relay HELO'd using suspicious hostname (OptOnline);X-Spam-Relays-External =~ /^[^\]]+ rdns=\S+\.dyn\.optonline\.net/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;116
__RDNS_DYNAMIC_ROGERS;header;other;unknown;;Relay HELO'd using suspicious hostname (Rogers);X-Spam-Relays-External =~ /^[^\]]+ rdns=CPE\d+\S+\.rogers\.com/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;87
__RDNS_DYNAMIC_RR2;header;other;likely;;Relay HELO'd using suspicious hostname (RR 2);X-Spam-Relays-External =~ /^[^\]]+ rdns=[a-z]+-\d{1,3}-\d{1,5}\.roadrunner/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;120
__RDNS_DYNAMIC_SPACELAN;header;other;likely;;;X-Spam-Relays-External =~ /^[^\]]+ rdns=(?!mta)\S+-[a-z]\d+-\d+\./i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;168
__RDNS_DYNAMIC_SPLIT_IP;header;other;unknown;;Relay HELO'd using suspicious hostname (Split IP);X-Spam-Relays-External =~ /^[^\]]+ rdns=\d+\.\S+\d+[^\d\s]\d+[^\d\s]\d+[^\d\s]/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;108
__RDNS_DYNAMIC_TDS;header;other;likely;;;X-Spam-Relays-External =~ /^[^\]]+ rdns=\S+-[a-z]\d+\.[a-z]{6}\.tds\.net/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;164
__RDNS_DYNAMIC_TELIA;header;other;unknown;;Relay HELO'd using suspicious hostname (Telia);X-Spam-Relays-External =~ /^[^\]]+ rdns=h\d+n\d+fls\S+\.telia\.com/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;133
__RDNS_DYNAMIC_TTNET;header;other;unknown;;;X-Spam-Relays-External =~ /^[^\]]+ rdns=\S+[\-\.]dyn(?:amic)?\d/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;185
__RDNS_DYNAMIC_VELOX;header;other;likely;;Relay HELO'd using suspicious hostname (Veloxzone);X-Spam-Relays-External =~ /^[^\]]+ rdns=[a-z]{2}\d+\.user\.veloxzone\./i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;153
__RDNS_DYNAMIC_VIRTUA;header;other;unknown;;;X-Spam-Relays-External =~ /^[^\]]+ rdns=\d+\.cps\./i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;165
__RDNS_DYNAMIC_VTR;header;other;likely;;Relay HELO'd using suspicious hostname (VTR);X-Spam-Relays-External =~ /^[^\]]+ rdns=cm-[a-z]+\d+-\d+-\d+\.cm\.vtr/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;138
__RDNS_DYNAMIC_YAHOOBB;header;other;unknown;;Relay HELO'd using suspicious hostname (YahooBB);X-Spam-Relays-External =~ /^[^\]]+ rdns=YahooBB/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;112
__RDNS_INDICATOR_DYN;header;other;unknown;;;X-Spam-Relays-External =~ /^[^\]]+ rdns=\S+[\-\.]dyn(?:amic)?[\-\.]/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;172
__RDNS_INDICATOR_RES;header;other;unknown;;;X-Spam-Relays-External =~ /^[^\]]+ rdns=\S+[\-\.](?:res|resnet|client)[\-\.]/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;178
__RDNS_INDICATOR_TYPE;header;other;unknown;;;X-Spam-Relays-External =~ /^[^\]]+ rdns=\S+[\-\.](?:dial|modem|isdn|dov|\S?dsl|cable|wireless)[\-\.]/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;175
__RDNS_INDICATOR_TYPE2;header;other;unknown;;;X-Spam-Relays-External =~ /^[^\]]+ rdns=\S+[\-\.](?:docsis|dhcp|cpe|catv)[\-\.]/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;182
__RDNS_LONG;header;other;unknown;;;X-Spam-Relays-External =~ /^[^\]]+ rdns=\S{30}/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9730
__RDNS_NONE;header;other;unknown;;;X-Spam-Relays-External =~ /^[^\]]+ rdns= /;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;204
__RDNS_NO_SUBDOM;header;other;unknown;;;X-Spam-Relays-External =~ /^[^\]]+ rdns=[^. ]*\.\w+ /;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9732
__RDNS_NUMERIC_TLD;header;other;unknown;;;X-Spam-Relays-External =~ /\srdns=\S+\.\d+\s/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9734
__RDNS_SHORT;header;other;unknown;;;X-Spam-Relays-External =~ /^[^\]]+ rdns=\S{4,14} /;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9736
__RDNS_STATIC;header;other;unknown;;;X-Spam-Relays-External =~ /^[^\]]+ rdns=\S*(?:dedicated|fix|mail|smtp|send|static)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_dynrdns.cf;197
__RECEIVE_BONUS;body;body;likely;;;/\byou(?:'ll)?(?: also| will)* (?:rec[ei]*ve|get|earn|collect|be (?:awarded|handed|remitted|given|paid|(?:greeted|welcomed|started) with)) (?:an? )?(?:gift|bonus|extra)(?: of|:)? \$[\d,]+/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9738
__RELAY_THRU_WWW;header;other;unlikely;;;Received =~ /from (?:[^ \@]+\@)?www\./;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9740
__RELEASE_MESSAGES;body;body;unlikely;;;/\b(?:release messages|(?:retrieve|release|download) your(?: undelivered|unreceived|held|pending)? e?-?mails|(?:e?-?mails|messages).{1,20}download them now)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9742
__REPLYTO_ADDRLIST_SUSPNTLD;header;other;unknown;;;eval:check_replyto_in_list('SUSP_NTLD');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9750
__REPLYTO_NOREPLY;header;other;likely;;;Reply-To =~ /\bno-?reply@/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9754
__REPTO_419_FRAUD_AOL_LOOSE;header;other;unlikely;;;Reply-To:addr =~ /^(?=[^\s<>@]+\@aol\.com)(?:(?:a(?:f\.|ljaber)|brownchurchill|c(?:hanprivacy|laimdept|ristinabruno|ustom_service)|d(?:hodgkins|onald_anderson)|evelynjoshua|f(?:d\.|ernandezfernandez)|george_clifford|hernandezrosemary|k\.doreen|l(?:erynnewest|izcarroll|ynnpage)|m(?:\.francco|_l\.wanczyk|asayohara|rsjanetedwards)|o(?:fficework|xf)|p(?:aulpollard|eterwong)|royalpalace|spwalker|usembassy|webank|yurdaaytarkan))\d+\@aol\.com$/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9756
__REPTO_419_FRAUD_GM_LOOSE;header;other;unlikely;;;Reply-To:addr =~ /^(?=[^\s<>@]+\@gmail\.com)(?:(?:9porssts|a(?:\.wafager|b(?:dullahmundani|u(?:lkareem|shadi))|cecere|isha(?:1976gaddafi|gaddafilibya)|l(?:an(?:\.austin|edward)|ber\.yang|ex(?:anderpeterson|hoffman)|ghafrij|ice(?:doris|walton)|kasimunadi|l(?:enholden|isoncluade)|ure\.wawrenka)|m(?:bassadormarybethleonardl|ericadeliverycomapny|ina(?:ltwaijiri|medjahed))|n(?:d(?:rewhawkins|yfox)|na(?:llee|marcello|sigurlaug)|thonyjblinken)|office1office|radka|shwestwood|tmcarddepartment|ustinbillmark|yevayawovi|zi(?:m(?:\.hpremji|hashim(?:donation)?)|z(?:dake|george)))|b(?:a(?:nkcentralasiahalobca|r(?:bersmadar|rister(?:clarkephillips|lordruben)|teld\.huisman))|bongo|e(?:alitoniua|linekra|n(?:ezero|gatl|jaminsarah)|rnard\.arnult|t(?:hanielee|syholden))|ill\.lawrence|lockchainwalletbtc|mwautomobile|o(?:arddept|risukr)|r(?:avolpaul|endalaporte)|uffettwarrene)|c(?:a(?:mluba|reisu)|bnatm|e(?:da\.ogada|lineroullier|ovelez)|h(?:a(?:ngching|r(?:itylisajohnrobinson|l(?:esluenga|tonnewmanus)))|e(?:mchung|n(?:chung|gsaephandonationfund)))|iticonsultantjohncg|la(?:im(?:adviser|soffice)|xtonpaul)|o(?:l(?:lectionpayment|ombasjuan)|n(?:nollyfrances|tactad)|operation)|r(?:awfordgillies|ist(?:brun?|davis|ydavis(?:donation|foundation)))|ustomerservicelacaixa)|d(?:a(?:nnuar|vi(?:d(?:\.(?:loanfirm|murray)|ibe|larbi|mathers|pere|ramirez\.luis)|scarolyn|yax))|e(?:btm|nnis(?:clark|quaid)|partmentofstate)|hlexpresscompany|ipfrancis|minique|ona(?:ld(?:frank|william)|tionhelpercare)|r(?:\.w(?:erneroyer|ilsonpaul)|davidrhama|joesimon|rhamahassan)|unsilva)|e(?:benezero|christina|d(?:mundventura|wincastrowin)|l(?:i(?:bethgomez|sabeth(?:gmuer|maria)|zabethedw)|o(?:diesawadogo|tocashoffice))|m(?:efieleg?|ilyrichmond)|ngr\.des|r(?:e(?:evemusk|nakgeorge|zcelic)|nestobertarelli)|s(?:sexlss|ther(?:david|katherine))|wynn)|f(?:\.mikhail|a(?:ithdesrie|rahwasam|tme\.mehmed)|blott|irstbank|r(?:a(?:100dub|n(?:c(?:es(?:\.connelly|patrickconnolly)|iscamendoza)|k(?:cadle|j(?:ane|ody)|linpiesie)))|eelottosweepstake|iedhelmloh)|spero|u(?:lanlan|ndinternationalmonetary))|g(?:00gleggewinner|a(?:briel(?:eschmitt|kalia)|r(?:ciavincent|yakinson))|bill|e(?:ner(?:alwilliamstony|ousdonation)|orge(?:brownhoward|kwame)|r(?:aldjhjh|tjanvlieghe))|i(?:idp|o(?:castano|rgiormani))|l(?:enmoore|oriachow)|oo(?:golteam|oglegwiinner)|r(?:aceobia|e(?:ant|energeoffrey)))|h(?:a(?:r(?:gate|ryebert)|sh(?:imyreem|mireem)|zimissa)|e(?:a(?:dofficecentre|therbrooeke)|ctor(?:castillos|scastillo)|l(?:engiggs|pservice)|ritagetrustbank)|gold|heba\.hhassan|ildad|o(?:lsemeyerole|nmackjohn|rnbeckmajordennis|seoky)|trryt)|i(?:b(?:ed|rahimelizabeth)|lluminatihome|mfdeputyoff|n(?:fo(?:\.(?:annedouglas|claimdpt|marviswanczyk)|i)|grid(?:rolle|vandermerwe)|stantreply|ternationallppp)|rvinekim|smail(?:eman|tarkan))|j(?:a(?:cobmaseon|mesokoh|vierlesme)|e(?:fferydean|ssikasingh)|o(?:edward|hn(?:griffn|nietaylor|r(?:awlings|oxfordjr)|sonwilson|t(?:anko|foundation)|uba|walterlove|a)|n(?:a(?:haskel|thanhaskel)|esandassociates|hugo)|seph(?:acevedo|babatunde|ichael)|vannyanderson|ymrskone)|rawlings|ulie(?:t\.lee?|watson))|k(?:a(?:l(?:iaksandr|stromjames|tschmidtdavid)|malnizar|rabo\.ramala|t(?:ejam|hilittman|jamess|rinaziako))|e(?:lsawamelia|nnedy\.sawadogo)|halidbuhazza|kasbu|r(?:istinewellenstein|nkl)|un(?:gwei|ioue))|l(?:a(?:mimillamrmike|rrytoms|ursent|wrencefoundation)|e(?:enasinghs|ndfair\.co\.uk|rynne(?:0west|west)|wisrichards)|i(?:amfinchus|fecshortt|liane\.bettencourt|n(?:elink|glung)|sa(?:milner|robin)|xiungl?)|john|o(?:mbardelliclare|ttyoffice|u(?:ghreymargaret|isdreyfusmargarita))|s(?:arbn|chantal)|u(?:ckywinners|sba\.moored)|y(?:\.cheapiseth|diawright|n(?:\.arthur|cmba|nmkl)))|m(?:\.francco|a(?:c(?:guiu|k(?:enziebrian|oliver))|incare|jor(?:dennishornbeck|townsend)|lletman|n(?:duesq|fran|uelfranco(?:(?:donation|foundation|spende))?)|r(?:i(?:a(?:eliisabethschaefflerr|hhills|nnewoosley)|nacoleman|opabl)|k(?:roth|uses)|shalh|tinamayer|y(?:franson|josen))|s(?:onmanny|pencer)|u(?:hin|rhinck)|viswan(?:czyk(?:(?:foundation|k))?)?)|brons|c\.cheadychang|dredban|el(?:aniekreiss|vidabullock)|gfrederick|i(?:c(?:h(?:ael\.woosley|ealwuu)|w)|k(?:e\.weirsky\.foundational|hai(?:\.fridman|lfridm))|ntonjustin|ss\.yasmineibrahim)|k(?:ent|untjoro)|mrstephen|o(?:ham(?:edabdul|m(?:adraqab|daljililati|edshamekh))|rienkal)|r(?:\.(?:elbahi\.mohammed\.|justinmaxwell|tonyelumelu)|cjames|ericschmid|hanimuhammad|jamesmc|morgangomez|richardanthony|s(?:\.(?:biyufungchi|susanread)|a(?:isha(?:alqadafi|gaddafi)|mueladdoteye|ngela|shaalqaddfi)|dominiquethomas|evelynbrown|fatimaamiraqureshi|hamima|j(?:ackman|essicajeffrey)|lisamilner|ma(?:riaelizabethscheffle|ureens|yaoliver)|r(?:eem|o(?:binsanders|se(?:\.obiannu|maryk))|uthsmith)|sarahbenjamin|victoriaedmond))|s(?:\.ellagolan|agent|golaan|smadar)|ustadris)|n(?:a(?:omiiwasaki|tiondiplomaticunited)|eilt(?:rotter)?|icholas\.jose|obuyuki\.hirano)|o(?:\.peace|ffice(?:emaill|rricherd)|hallkenneth|kpalaike|lenashev(?:chenko|e)|rabankheadofficelometogo|xfaminternationa)|p(?:a(?:storfrancesco|ul(?:eed|n)|ymentofficer)|b(?:ph202lay|rookk)|e(?:rezdonlorenzo|ter(?:\.waddell|guggi|kenin|stephen))|hillip\.richead|ieterstevens|resleybathini)|q(?:iquanzhou|nzeng)|r(?:a(?:kidy|lhashimi|ymond(?:aba|damon))|e(?:alyh|beccagarang|em(?:has(?:himy|m)|n)|plyback|sultbox|v(?:\.jamesabel|fr(?:ankjackson|paulwilliams)))|i(?:cha(?:miller|rdw(?:ahl|illis))|tawilliams)|main|o(?:b(?:erthanandez|inf)|gerchristopher|naldmorris|s(?:a\.gomes|e(?:james|kipkalya)))|raya|t\.rev\.ericmark|uddicklana)|s(?:a(?:aidzm|l(?:ehhussienconsult|imzaid)|rfiafarfask)|cott(?:henryjames|peters)|e(?:cretservicce|rgeantrobertbrown)|gt(?:\.monicab|ireneb)|h(?:anemissler|ery(?:\.gtl|etr)|inawatrathaksin)|i(?:lvanatenreyro|m(?:lkheng|onhei))|o(?:fia\.adams|p(?:adam|hiajesse))|peelman|t(?:anleyjohn|e(?:fanop(?:essina|n)|phentam))|u(?:iyang|n\.hor|sanneklatten)|w(?:arhurst|eeneyjohnson))|t(?:a(?:mmywebster|y(?:ebsouami|lorcathy))|e(?:am(?:\.spacex|space)|nreyrosilvana|rryparkins)|h(?:ailandbankoffice|e(?:ara\.choy|illuminatiagent|odorosloannis|resawilliams|smithfm))|imothymetheny|lyerdonald|o(?:m(?:ander|c(?:hrist|rist(?:(?:donation|foundation))?)|spende)|ny(?:\.chung|robins|zimpro)|shikazusendo)|sfoundation)|u(?:babankheadoffice|derleyen|marukareem|n(?:claimedfunds|ited(?:bankforafrica\.plc|nation(?:organization|s)))|s(?:alotery|departmentofjustice))|v(?:anderwesthuizen|e(?:enapatel|r(?:a(?:aellen|hollinkvan|michalskihoffmann|wilfred)|enichekaterinaekaterina))|i(?:ctoriaabraham|dalpamela|ngut)|johannes)|w(?:a(?:dp|hlr(?:ichard)?|nczykm|rrenebuffett)|ellensteinfoundation|hatsappofficial|i(?:elandherzog\.sw\.herad|ll(?:clark|iam(?:robert|smartyrs)))|u(?:\.office|mt)|ww\.moneygram)|y(?:\.oguzhan|anghoseok|doo|o(?:ngkm|usefzongo)|uliiakadulina)|z(?:awadimwende|bank|enithbankplconline|kiaslan|minhong)))\d+\@gmail\.com$/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9758
__REPTO_419_FRAUD_HM_LOOSE;header;other;unlikely;;;Reply-To:addr =~ /^(?=[^\s<>@]+\@hotmail\.com)(?:(?:a(?:licewalton|n(?:ikal|nagray))|benarnault|choi|d(?:ealings|ieter\.schwarz)|egorbunova|fridmanmikhail|infos|katabettencourt|lewisarm|mrsmicheleallison|n(?:inajohn|waigwe)|sanchamps|unb))\d+\@hotmail\.com$/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9760
__REPTO_419_FRAUD_YH_LOOSE;header;other;unlikely;;;Reply-To:addr =~ /^(?=[^\s<>@]+\@yahoo\.com)(?:(?:a(?:driantongson|gaaintl\-4g5ee\.w|ilmohammed|lesiakalina|nn(?:awax|hester\.usa))|b(?:a(?:nk\.phbng|rrister\.dennis)|e(?:linekra|n(?:jaminb|nicholas))|riceangela)|c(?:\.(?:aroline|coulibaly)|h(?:arlesscharf|jackson)|juan|ythiamiller\.un)|d(?:hamilton|iaanesoto)|e(?:denvictor|ricalbert)|f(?:aizaadama|ederal\.r)|infobank|j(?:\.edwards|a(?:ckson\.davis|netemoon)|kimyong)|k(?:altschmidtdavid|elvinmark|im(?:\.leang|leang))|l(?:e(?:a_edem|hman)|isarobinson_|y_cheapiseth)|m(?:\.kogi|arie_avis|dzsesszika|elissalewis|o(?:hammedaahil|keye)|unny(?:\.sopheap|_sopheap))|nestordaniel|o(?:biorahkenneth|fficial_franksylvester|legkozyrev|mranshaalan)|peterlee|r(?:alphw(?:\.johnson|johnson)|i(?:chard\.w|taadamsw)|o(?:b(?:ertbailey|orts)|serichard))|s(?:amthong|igurlauganna|leo|mithcolin|oftc|pwalker|te(?:fanopessina|vecox\.))|tylerhess\.|u(?:butu|kdebtmanagement)|vanserge|will(?:clark|smi)|xianglongdai))\d+\@yahoo\.com$/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9762
__REPTO_CHN_FREEM;header;other;unknown;;;Reply-To =~ /\@(?:sina|aliyun)\.com/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9764
__REPTO_QUOTE;header;other;unknown;;;"Reply-To =~ /"".*""\s*\</";/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;168
__REPTO_RUS_FREEM;header;other;unknown;;;Reply-To =~ /\@mail\.ru/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9766
__RESIGNER1;full;body;likely;;;eval:check_dkim_valid('linkedin.com');/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_dkim.cf;94
__RESIGNER2;full;body;likely;;;eval:check_dkim_valid('googlegroups.com','yahoogroups.com','yahoogroups.de');/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_dkim.cf;97
__RP_MATCHES_RCVD;header;other;unknown;;;eval:check_mailfrom_matches_rcvd();/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9780
__RRCPTO;header;other;unknown;;;exists:Return-Receipt-To;/var/lib/spamassassin/4.000001/updates_spamassassin_org/10_hasbase.cf;65
__RUDE_HTML_1;body;body;likely;;;/Get a capable html e-mailer/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;170
__RUDE_HTML_2;body;body;likely;;;/not support the display of HTML. Please view this message in a different/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;171
__RUDE_HTML_3;body;body;likely;;;/This message contains an HTML formatted message but your email client does/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;172
__RUDE_HTML_4;body;body;likely;;;/Your mailer do not support HTML messages. Switch to a better mailer/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;173
__SANE_MSGID;header;other;unknown;;;MESSAGEID =~ /^<[^<>\\ \t\n\r\x0b\x80-\xff]+\@[^<>\\ \t\n\r\x0b\x80-\xff]+>\s*$/m;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_meta_tests.cf;43
__SCAM;body;body;likely;;;/\bscam(?:m?e[dr])?s?\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9784
__SECURITY_DEPT;body;body;likely;;;/\bsecurity dep(?:artmen)?t\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9794
__SENDER_BOT;header;other;likely;;;ALL =~ /(?:not?\W?repl[yi]|bounce|contact|daemon|subscri|report|respon[ds]e?r?s?\b|\b(?:root|news|nobody|agent|(?:post|web)?master|manag|send(?:er|ing)?|out|(?:bot|web|www)\b))[^\@ >]{0,5}s?\@\w/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9796
__SENDGRID_REDIR;uri;body;likely;;;m,://u\d+\.ct\.sendgrid\.net/ls/click\?upn=,;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9799
__SHARE_IT;body;body;likely;;;/\b(?:(?:share|allocate|teilen|parteger(?:ez|ons)?|partage)\s(?:th(?:e|is)|das|les?|des)\s(?:proceeds|funds?|money|balance|account|geld|compte|fonds)|partager(?:ez|ons)? (?:avec (?:vous|moi)|ratio|suivant un pourcentage))\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9803
__SHORT_URL;uri;body;likely;;;/^https?:\/\/[^\/]{3,6}\.\w\w\/[^\/]{3,8}\/?$/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9807
__SHY_OBFU_EXPIRE;rawbody;body;likely;;;/e(?!xpire)<SHY>{0,6}x<SHY>{0,6}p<SHY>{0,6}i<SHY>{0,6}r<SHY>{0,6}e/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9810
__SHY_OBFU_PASSWORD;rawbody;body;likely;;;/p(?!assword)<SHY>{0,6}a<SHY>{0,6}s<SHY>{0,6}s<SHY>{0,6}w<SHY>{0,6}o<SHY>{0,6}r<SHY>{0,6}d/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9814
__SINGLE_WORD_LINE;body;body;likely;;;/^\s?\S{1,60}\s?$/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9817
__SINGLE_WORD_SUBJ;header;subject;likely;;;Subject =~ /^\s*\S{1,60}\s*$/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9820
__SMIME_MESSAGE;header;other;unlikely;;;"Content-Type =~ /application\/pkcs7-mime;/i";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9822
__SPAN_BEG_TEXT;rawbody;body;likely;;;/[a-z]{2}<(?i:span)\s/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9824
__SPAN_END_TEXT;rawbody;body;likely;;;"/[^;>]<\/(?i:span)>[a-z]{3}/";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9827
__SPOOFED_URL;rawbody;body;likely;;;"m/<a\s[^>]{0,2048}\bhref=(?:3D)?.?(https?:[^>""'\# ]{8,29}[^>""'\# :\/?&=])[^>]{0,2048}>(?:[^<]{0,1024}<(?!\/a)[^>]{1,1024}>){0,99}\s{0,10}(?!\1)https?[^\w<]{1,3}[^<]{5}/i";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9854
__SPOOF_COM2COM;uri;body;likely;;;m{^https?://(?:\w+\.)+?com\.(?!(?:[a-z]{2}\.)?s3\.amazonaws\.com|\w+\.psmtp\.com)(?:\w+\.)+?com\b}i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_uri_tests.cf;93
__STAY_HOME;body;body;likely;;;/\b(?:going out of|leaving)(?: your)? (?:home|house|residence)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9858
__STOCK_TIP;body;body;likely;;;/\bsto[ck]{2}\s?tip\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9860
__STY_INVIS;rawbody;body;likely;;;"/\bstyle\s*=\s*""[^"">]{0,80}(?:(?<!-)visibility\s*:\s*hidden\s*|display\s*:\s*none\s*)[;""!]/i";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9863
__SUBJECT_EMPTY;header;subject;likely;;;Subject:raw =~ /^\s*$/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9891
__SUBJECT_ENCODED_B64;header;subject;likely;;;Subject:raw =~ /=\?\S+\?B\?/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;187
__SUBJECT_ENCODED_QP;header;subject;likely;;;Subject:raw =~ /=\?\S+\?Q\?/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;186
__SUBJECT_FUZZY_VPILL;header;subject;likely;;;Subject =~ /<inter W2><post P3>(?!viagra)<V><I><A><G><R><A>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;108
__SUBJECT_UTF8_B_ENCODED;header;subject;likely;;;Subject:raw =~ /=\?UTF-?8\?B\?/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_body_tests.cf;100
